# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/eco_gff.gff" "-o" "counts/eco_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/eco_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/eco_glyc_1Aligned.sortedByCoord.out.bam
cds-BAB37830.1	BA000007.3	4422707	4424203	-	1497	1789
cds-BAB37831.1	BA000007.3	4424424	4425710	-	1287	649
cds-BAB37832.2	BA000007.3	4425893	4427842	-	1950	936
cds-ECs_4410	BA000007.3	4427963	4431426	-	3464	854
cds-BAB37834.1	BA000007.3	4431408	4432514	-	1107	87
cds-BAB37835.2	BA000007.3	4432521	4434842	-	2322	119
cds-BAB37836.2	BA000007.3	4434889	4437507	-	2619	246
cds-ECs_4414	BA000007.3	4437504	4438256	-	753	396
cds-BAB37838.1	BA000007.3	4438268	4438456	-	189	1586
cds-BAB37839.2	BA000007.3	4438741	4440300	+	1560	2951
cds-BAB37840.2	BA000007.3	4440297	4440488	+	192	74
cds-BAB37841.1	BA000007.3	4440485	4442164	+	1680	515
cds-BBE29462.1	BA000007.3	4442251	4442358	-	108	681
cds-BAB37842.1	BA000007.3	4442834	4444105	+	1272	175
cds-BAB37843.1	BA000007.3	4444135	4445139	-	1005	109
cds-BAB37844.1	BA000007.3	4445136	4446119	-	984	61
cds-BAB37845.1	BA000007.3	4446130	4447032	-	903	29
cds-BAB37846.1	BA000007.3	4447042	4448061	-	1020	53
cds-BAB37847.1	BA000007.3	4448212	4449819	-	1608	771
cds-BAB37848.2	BA000007.3	4450732	4452423	-	1692	1110
cds-BAB37849.1	BA000007.3	4452678	4453208	-	531	0
cds-BAB37850.1	BA000007.3	4453213	4454268	-	1056	0
cds-ECs_4428	BA000007.3	4454283	4456856	-	2574	0
cds-BAB37853.2	BA000007.3	4456885	4457571	-	687	0
cds-BAB37854.2	BA000007.3	4457636	4458160	-	525	0
cds-BAB37855.1	BA000007.3	4458504	4459706	-	1203	6796
cds-BAB37856.2	BA000007.3	4459935	4460633	-	699	246
cds-BAB37857.1	BA000007.3	4460791	4461354	+	564	398
cds-BAB37858.1	BA000007.3	4461351	4461791	+	441	142
cds-BAB37859.2	BA000007.3	4461760	4464093	-	2334	743
cds-BAB37860.1	BA000007.3	4464246	4464905	+	660	1773
cds-BAB37861.2	BA000007.3	4465009	4465983	+	975	959
cds-BAB37862.2	BA000007.3	4466033	4466743	-	711	4765
cds-BAB37863.1	BA000007.3	4467177	4467467	+	291	812
cds-BAB37864.1	BA000007.3	4467748	4467960	+	213	108240
cds-BBE29463.1	BA000007.3	4468148	4468360	-	213	109
cds-BAB37865.1	BA000007.3	4468623	4470692	-	2070	9230
cds-BAB37866.1	BA000007.3	4470702	4471613	-	912	5153
cds-BBE29464.1	BA000007.3	4471708	4472007	-	300	257
cds-BAB37867.1	BA000007.3	4472182	4473177	+	996	62
cds-BAB37868.2	BA000007.3	4473219	4473656	-	438	48
cds-BAB37869.2	BA000007.3	4473702	4474043	-	342	36
cds-BAB37870.1	BA000007.3	4474212	4475666	-	1455	251
cds-BAB37871.1	BA000007.3	4475738	4477060	-	1323	230
cds-BAB37872.1	BA000007.3	4477426	4478418	+	993	9
cds-BAB37873.1	BA000007.3	4478496	4480037	+	1542	89
cds-BAB37874.1	BA000007.3	4480015	4481196	+	1182	62
cds-BAB37875.1	BA000007.3	4481274	4482452	+	1179	276
cds-BAB37876.1	BA000007.3	4482560	4483384	-	825	1466
cds-BAB37877.1	BA000007.3	4483704	4485734	+	2031	92
cds-BAB37878.1	BA000007.3	4485912	4487165	+	1254	1429
cds-BAB37879.1	BA000007.3	4487317	4487790	-	474	216
cds-BAB37880.1	BA000007.3	4488034	4488849	-	816	6
cds-BAB37881.1	BA000007.3	4489075	4490475	+	1401	0
cds-BAB37882.1	BA000007.3	4490486	4492456	+	1971	4
cds-BAB37883.1	BA000007.3	4492586	4493326	-	741	59
cds-BAB37884.1	BA000007.3	4493450	4494424	+	975	210
cds-BAB37885.1	BA000007.3	4494421	4495557	-	1137	48
cds-BAB37886.1	BA000007.3	4495563	4495886	-	324	10
cds-BAB37887.2	BA000007.3	4496431	4497969	-	1539	27
cds-BAB37888.1	BA000007.3	4498077	4499372	-	1296	5
cds-BAB37889.1	BA000007.3	4499502	4500653	-	1152	89
cds-BAB37890.1	BA000007.3	4500842	4502686	-	1845	1478
cds-BAB37891.1	BA000007.3	4502683	4504074	-	1392	1034
cds-BAB37892.1	BA000007.3	4504172	4504780	-	609	132
cds-BAB37893.1	BA000007.3	4505009	4509238	+	4230	104
cds-BAB37894.1	BA000007.3	4509250	4509711	+	462	56
cds-BAB37896.1	BA000007.3	4511315	4512451	-	1137	232
cds-BAB37897.1	BA000007.3	4512454	4512816	-	363	92
cds-BAB37898.1	BA000007.3	4513353	4515266	+	1914	1574
cds-BAB37899.1	BA000007.3	4515361	4516509	+	1149	1707
cds-BAB37900.1	BA000007.3	4516509	4517096	+	588	584
cds-BBE29465.1	BA000007.3	4517108	4517317	-	210	254
cds-BAB37901.1	BA000007.3	4517602	4517964	+	363	502
cds-BAB37902.1	BA000007.3	4518609	4519190	+	582	0
cds-BAB37903.1	BA000007.3	4519234	4524000	+	4767	3
cds-BAB37904.1	BA000007.3	4524368	4526023	+	1656	219
cds-BAB37905.1	BA000007.3	4526023	4526799	+	777	102
cds-BAB37906.1	BA000007.3	4526796	4527986	+	1191	119
cds-BAB37907.1	BA000007.3	4528172	4528645	+	474	322
cds-BAB37908.1	BA000007.3	4528698	4529519	-	822	1636
cds-BAB37909.1	BA000007.3	4529599	4530618	-	1020	1937
cds-BAB37910.1	BA000007.3	4530618	4531085	-	468	1791
cds-BAB37911.1	BA000007.3	4531148	4531399	-	252	1397
cds-BAB37912.1	BA000007.3	4531541	4531972	-	432	1957
cds-BAB37913.1	BA000007.3	4532217	4533761	+	1545	3747
cds-BAB37914.2	BA000007.3	4533795	4535054	+	1260	2137
cds-BAB37915.2	BA000007.3	4535058	4536017	+	960	833
cds-BAB37916.1	BA000007.3	4536023	4537039	-	1017	358
cds-BAB37917.1	BA000007.3	4537278	4538303	-	1026	3279
cds-BAB37918.1	BA000007.3	4538313	4539509	-	1197	2999
cds-BAB37919.1	BA000007.3	4539784	4540656	-	873	3764
cds-BAB37920.1	BA000007.3	4540945	4541877	+	933	3808
cds-BAB37921.1	BA000007.3	4541887	4542933	+	1047	2009
cds-BAB37922.1	BA000007.3	4542937	4543929	+	993	1076
cds-BAB37923.1	BA000007.3	4543926	4545134	+	1209	0
cds-BAB37924.1	BA000007.3	4545170	4546312	-	1143	0
cds-BAB37925.1	BA000007.3	4546321	4547334	-	1014	1
cds-BAB37926.1	BA000007.3	4547359	4548066	-	708	0
cds-BAB37927.1	BA000007.3	4548092	4549099	-	1008	0
cds-BAB37928.2	BA000007.3	4549142	4549939	-	798	1
cds-BAB37929.1	BA000007.3	4549932	4551056	-	1125	99
cds-BAB37930.1	BA000007.3	4551053	4552111	-	1059	151
cds-BAB37931.1	BA000007.3	4552524	4553801	+	1278	1025
cds-BAB37932.1	BA000007.3	4553809	4554288	+	480	435
cds-BAB37933.1	BA000007.3	4554327	4555136	-	810	598
cds-BAB37934.1	BA000007.3	4555234	4555401	-	168	4374
cds-BAB37935.1	BA000007.3	4555422	4555658	-	237	16161
cds-BAB37936.2	BA000007.3	4555875	4556543	-	669	241
cds-BAB37937.2	BA000007.3	4556715	4557935	+	1221	1493
cds-BAB37938.2	BA000007.3	4557913	4558371	+	459	688
cds-BAB37939.2	BA000007.3	4558478	4559074	+	597	667
cds-BAB37940.1	BA000007.3	4559111	4559752	-	642	101
cds-BAB37941.1	BA000007.3	4559818	4560534	-	717	845
cds-BAB37942.1	BA000007.3	4560661	4561524	+	864	2382
cds-BAB37943.2	BA000007.3	4561745	4562569	+	825	80
cds-BAB37944.2	BA000007.3	4562861	4563478	+	618	189
cds-BAB37945.2	BA000007.3	4563475	4565157	-	1683	109
cds-BAB37946.1	BA000007.3	4565415	4566038	+	624	4633
cds-BAB37947.1	BA000007.3	4566093	4566368	+	276	2400
cds-BAB37948.1	BA000007.3	4566387	4568495	+	2109	5554
cds-BAB37949.2	BA000007.3	4568535	4569191	+	657	700
cds-BAB37950.1	BA000007.3	4569197	4571278	+	2082	846
cds-BAB37951.2	BA000007.3	4571263	4572129	-	867	0
cds-BAB37952.1	BA000007.3	4572132	4573337	-	1206	390
cds-BAB37953.1	BA000007.3	4573617	4575008	+	1392	192
cds-BAB37954.1	BA000007.3	4575129	4576838	+	1710	322
cds-BAB37955.1	BA000007.3	4576891	4579209	-	2319	155
cds-BAB37956.2	BA000007.3	4579219	4580601	-	1383	48
cds-BAB37957.1	BA000007.3	4581184	4582365	+	1182	3
cds-BAB37958.2	BA000007.3	4582500	4582814	+	315	0
cds-BAB37960.2	BA000007.3	4582934	4583680	+	747	0
cds-BAB37962.1	BA000007.3	4583931	4584305	+	375	0
cds-BAB37963.1	BA000007.3	4584302	4584793	+	492	0
cds-BAB37964.1	BA000007.3	4584805	4585002	+	198	0
cds-BAB37965.1	BA000007.3	4585087	4585428	+	342	0
cds-ECs_4543	BA000007.3	4585489	4585632	+	144	0
cds-BAB37968.2	BA000007.3	4586205	4586585	+	381	0
cds-BAB37969.1	BA000007.3	4586582	4586929	+	348	0
cds-BAB37970.1	BA000007.3	4586979	4588517	+	1539	1
cds-BAB37973.1	BA000007.3	4589382	4590128	-	747	0
cds-BAB37974.1	BA000007.3	4590213	4590491	-	279	0
cds-BAB37975.1	BA000007.3	4590497	4590718	-	222	0
cds-BAB37976.1	BA000007.3	4590754	4591161	-	408	0
cds-BAB37977.1	BA000007.3	4591168	4592106	-	939	11
cds-BAB37978.1	BA000007.3	4592127	4593251	-	1125	1
cds-BAB37979.1	BA000007.3	4593264	4593842	-	579	0
cds-BAB37980.1	BA000007.3	4593901	4594956	-	1056	0
cds-BAB37981.1	BA000007.3	4595099	4596319	+	1221	0
cds-BAB37982.1	BA000007.3	4596583	4599387	-	2805	0
cds-BAB37983.1	BA000007.3	4599447	4599917	-	471	0
cds-BAB37984.1	BA000007.3	4600055	4601731	-	1677	1
cds-BAB37985.1	BA000007.3	4602155	4602766	-	612	0
cds-BAB37986.1	BA000007.3	4603032	4603415	+	384	0
cds-BAB37987.1	BA000007.3	4603613	4604119	-	507	0
cds-BAB37988.1	BA000007.3	4604150	4605067	-	918	0
cds-BAB37990.2	BA000007.3	4605439	4605759	-	321	0
cds-BAB37991.1	BA000007.3	4605819	4607159	-	1341	0
cds-BAB37992.1	BA000007.3	4607143	4609170	-	2028	1
cds-BAB37993.1	BA000007.3	4609167	4609520	-	354	0
cds-BAB37994.1	BA000007.3	4609705	4610004	+	300	0
cds-BAB37995.2	BA000007.3	4610088	4610465	+	378	0
cds-BAB37996.1	BA000007.3	4610468	4611040	+	573	0
cds-BAB37997.1	BA000007.3	4611046	4611501	+	456	2
cds-BAB37998.1	BA000007.3	4611501	4613039	+	1539	11
cds-BAB37999.1	BA000007.3	4613053	4613508	+	456	14
cds-BAB38000.1	BA000007.3	4613892	4614305	-	414	0
cds-BAB38001.1	BA000007.3	4614360	4614731	-	372	0
cds-BAB38002.1	BA000007.3	4614927	4615385	+	459	0
cds-BAB38003.1	BA000007.3	4615382	4616419	-	1038	1
cds-BAB38004.1	BA000007.3	4616412	4617188	-	777	0
cds-BAB38005.1	BA000007.3	4617188	4617457	-	270	0
cds-BAB38006.2	BA000007.3	4617457	4618110	-	654	0
cds-BAB38007.2	BA000007.3	4618115	4618768	-	654	1
cds-BAB38008.1	BA000007.3	4618755	4619354	-	600	0
cds-BAB38009.2	BA000007.3	4619351	4619665	-	315	0
cds-BAB38010.2	BA000007.3	4619678	4619896	-	219	0
cds-BAB38011.2	BA000007.3	4619911	4620282	-	372	0
cds-BAB38013.2	BA000007.3	4621596	4622741	+	1146	0
cds-BAB38014.1	BA000007.3	4622869	4623687	+	819	0
cds-BAB38015.2	BA000007.3	4624081	4624188	-	108	0
cds-BAB38016.2	BA000007.3	4624459	4624665	-	207	4
cds-BAB38017.1	BA000007.3	4624707	4625630	+	924	314
cds-BAB38018.1	BA000007.3	4625634	4626452	-	819	828
cds-BBE29466.1	BA000007.3	4626674	4626967	+	294	29
cds-BAB38019.1	BA000007.3	4627008	4628246	-	1239	177
cds-BAB38020.1	BA000007.3	4628432	4628785	+	354	1
cds-BAB38021.1	BA000007.3	4628769	4629092	+	324	0
cds-BAB38022.2	BA000007.3	4629208	4629660	-	453	43
cds-ECs_4600	BA000007.3	4629713	4631046	-	1334	21
cds-BAB38025.1	BA000007.3	4631221	4632987	+	1767	263
cds-BAB38026.1	BA000007.3	4633033	4634424	-	1392	66
cds-BAB38027.2	BA000007.3	4634562	4635881	-	1320	62
cds-BAB38028.2	BA000007.3	4635891	4637393	-	1503	168
cds-BAB38029.1	BA000007.3	4637393	4637983	-	591	826
cds-BAB38030.2	BA000007.3	4638145	4639248	-	1104	1
cds-BAB38031.1	BA000007.3	4639264	4639578	-	315	0
cds-BAB38032.1	BA000007.3	4639856	4640338	-	483	0
cds-BAB38033.1	BA000007.3	4640486	4641139	-	654	0
cds-BAB38034.1	BA000007.3	4641402	4641692	-	291	29
cds-BAB38035.1	BA000007.3	4641696	4643384	-	1689	273
cds-BAB38036.1	BA000007.3	4643490	4643588	-	99	1294
cds-BBE29467.1	BA000007.3	4644153	4644242	+	90	229
cds-BAB38037.2	BA000007.3	4644522	4645706	+	1185	1630
cds-BAB38038.1	BA000007.3	4645714	4646211	-	498	336
cds-BAB38039.1	BA000007.3	4646208	4646570	-	363	106
cds-BAB38040.1	BA000007.3	4646560	4646907	-	348	32
cds-BAB38041.1	BA000007.3	4647016	4647465	+	450	51
cds-BAB38042.1	BA000007.3	4647512	4649005	-	1494	72
cds-BAB38043.1	BA000007.3	4649002	4650717	-	1716	31
cds-BAB38044.2	BA000007.3	4650884	4651777	+	894	18
cds-BAB38045.2	BA000007.3	4651774	4653096	-	1323	81
cds-BAB38046.2	BA000007.3	4653096	4654712	-	1617	48
cds-BAB38047.1	BA000007.3	4655008	4655724	+	717	28
cds-BAB38048.2	BA000007.3	4655721	4657382	-	1662	263
cds-BAB38049.2	BA000007.3	4657578	4658006	-	429	604
cds-BAB38050.1	BA000007.3	4658118	4658531	-	414	1060
cds-BAB38051.2	BA000007.3	4658909	4659169	+	261	766
cds-BAB38052.2	BA000007.3	4659171	4660385	-	1215	622
cds-BAB38053.2	BA000007.3	4660486	4661550	+	1065	47
cds-BAB38054.1	BA000007.3	4661796	4662452	+	657	672
cds-BAB38055.1	BA000007.3	4662498	4663310	-	813	699
cds-BAB38056.2	BA000007.3	4663425	4663823	-	399	233
cds-BAB38057.1	BA000007.3	4664063	4666477	-	2415	10083
cds-BAB38058.1	BA000007.3	4666506	4667579	-	1074	952
cds-BAB38059.1	BA000007.3	4667579	4668679	-	1101	1600
cds-BAB38060.1	BA000007.3	4668684	4670087	-	1404	2329
cds-BAB38061.1	BA000007.3	4670694	4670834	+	141	3101
cds-BAB38062.2	BA000007.3	4670884	4671210	+	327	1345
cds-BAB38063.1	BA000007.3	4671434	4673080	+	1647	7042
cds-BAB38064.1	BA000007.3	4673186	4674550	+	1365	1431
cds-ECs_4642	BA000007.3	4674700	4676869	-	2170	0
cds-BAB38067.1	BA000007.3	4677269	4677343	+	75	23
cds-BAB38068.2	BA000007.3	4677564	4678979	+	1416	76
cds-BAB38069.1	BA000007.3	4679070	4680317	+	1248	43
cds-BAB38070.1	BA000007.3	4680449	4681624	+	1176	102
cds-BAB38071.1	BA000007.3	4681599	4682558	+	960	356
cds-BAB38072.2	BA000007.3	4682715	4683464	+	750	528
cds-BAB38073.1	BA000007.3	4683486	4684052	+	567	465
cds-BAB38074.1	BA000007.3	4684106	4685443	-	1338	929
cds-BAB38075.1	BA000007.3	4685609	4686274	+	666	63
cds-BAB38076.1	BA000007.3	4686411	4688819	-	2409	0
cds-ECs_4654	BA000007.3	4689120	4690307	+	1188	0
cds-ECs_4657	BA000007.3	4690776	4693037	-	2262	1
cds-BAB38081.2	BA000007.3	4693127	4693261	-	135	0
cds-BAB38083.1	BA000007.3	4693686	4694411	-	726	745
cds-BAB38084.1	BA000007.3	4694426	4695199	-	774	1611
cds-BAB38085.1	BA000007.3	4695382	4696272	-	891	611
cds-BAB38086.1	BA000007.3	4696272	4697231	-	960	485
cds-BAB38087.1	BA000007.3	4697318	4698358	-	1041	1058
cds-BAB38088.1	BA000007.3	4698570	4699652	-	1083	0
cds-BAB38089.1	BA000007.3	4699680	4700750	-	1071	1
cds-BAB38090.1	BA000007.3	4700762	4703296	-	2535	1
cds-ECs_4668	BA000007.3	4703620	4704003	-	384	0
cds-BAB38093.1	BA000007.3	4704107	4704709	-	603	0
cds-BAB38094.1	BA000007.3	4705409	4707238	-	1830	14853
cds-BAB38095.1	BA000007.3	4707400	4708770	-	1371	9724
cds-BAB38096.1	BA000007.3	4709122	4709541	-	420	6197
cds-BAB38097.1	BA000007.3	4709562	4710944	-	1383	11384
cds-BAB38098.1	BA000007.3	4710971	4711834	-	864	9071
cds-BAB38099.1	BA000007.3	4711885	4713426	-	1542	20650
cds-BAB38100.1	BA000007.3	4713439	4713972	-	534	4287
cds-BAB38101.1	BA000007.3	4713987	4714457	-	471	7780
cds-BAB38102.1	BA000007.3	4714519	4714758	-	240	4600
cds-BAB38103.2	BA000007.3	4714805	4715620	-	816	6910
cds-BAB38104.2	BA000007.3	4715629	4716009	-	381	3782
cds-BAB38105.1	BA000007.3	4716626	4717249	-	624	1526
cds-BAB38106.1	BA000007.3	4717313	4719202	-	1890	3582
cds-BAB38107.1	BA000007.3	4719581	4720024	-	444	2984
cds-BAB38108.1	BA000007.3	4720114	4720572	-	459	259
cds-BAB38109.1	BA000007.3	4720724	4721716	+	993	714
cds-BAB38110.1	BA000007.3	4721721	4723172	-	1452	492
cds-BAB38111.2	BA000007.3	4723166	4724662	-	1497	386
cds-BAB38112.1	BA000007.3	4724885	4726753	+	1869	850
cds-BAB38113.1	BA000007.3	4726920	4727339	+	420	2906
cds-BAB38114.1	BA000007.3	4727347	4728852	+	1506	2014
cds-BAB38115.1	BA000007.3	4728857	4729822	+	966	1005
cds-BAB38116.1	BA000007.3	4729847	4730737	+	891	5832
cds-BAB38117.1	BA000007.3	4730863	4731792	+	930	1762
cds-BAB38118.1	BA000007.3	4731796	4732788	+	993	297
cds-BAB38119.1	BA000007.3	4732754	4734181	-	1428	354
cds-BAB38120.2	BA000007.3	4734204	4734896	-	693	1453
cds-BAB38121.1	BA000007.3	4740698	4741537	-	840	410
cds-BAB38122.1	BA000007.3	4741656	4741994	+	339	14455
cds-BAB38123.2	BA000007.3	4742019	4743539	-	1521	201
cds-BAB38124.1	BA000007.3	4743892	4743990	+	99	372
cds-BAB38125.1	BA000007.3	4744130	4745776	+	1647	457
cds-BAB38126.1	BA000007.3	4745773	4746036	+	264	47
cds-BAB38127.1	BA000007.3	4746056	4746985	+	930	285
cds-BAB38128.1	BA000007.3	4747050	4748900	+	1851	603
cds-BAB38129.1	BA000007.3	4748903	4750447	+	1545	321
cds-BAB38130.1	BA000007.3	4750499	4751392	-	894	201
cds-BAB38131.1	BA000007.3	4751542	4753017	+	1476	505
cds-BAB38132.1	BA000007.3	4753063	4753344	-	282	674
cds-BAB38133.1	BA000007.3	4753543	4753992	-	450	737
cds-BAB38134.1	BA000007.3	4754209	4756230	+	2022	1313
cds-BAB38135.1	BA000007.3	4756277	4757761	-	1485	1882
cds-BAB38136.1	BA000007.3	4757897	4759162	-	1266	4108
cds-BAB38137.2	BA000007.3	4759293	4759622	+	330	6038
cds-BAB38138.1	BA000007.3	4759763	4759864	+	102	4371
cds-BAB38139.1	BA000007.3	4759949	4761208	+	1260	5789
cds-BBE29468.1	BA000007.3	4761218	4761436	+	219	418
cds-BAB38140.1	BA000007.3	4761448	4762551	+	1104	2243
cds-BAB38141.2	BA000007.3	4762563	4763609	+	1047	982
cds-BAB38142.2	BA000007.3	4763665	4764795	+	1131	1983
cds-BAB38143.1	BA000007.3	4764792	4766054	+	1263	1607
cds-BAB38144.1	BA000007.3	4766054	4767121	+	1068	1241
cds-BAB38145.1	BA000007.3	4767140	4768021	+	882	636
cds-BAB38146.2	BA000007.3	4767999	4768673	+	675	581
cds-BAB38147.1	BA000007.3	4768678	4769808	+	1131	1319
cds-BAB38148.1	BA000007.3	4769810	4771060	+	1251	755
cds-BAB38149.1	BA000007.3	4771057	4772136	+	1080	392
cds-BAB38150.1	BA000007.3	4772133	4773485	+	1353	233
cds-BAB38151.1	BA000007.3	4773488	4774228	+	741	282
cds-BAB38152.1	BA000007.3	4774419	4775804	+	1386	1812
cds-BAB38153.1	BA000007.3	4776716	4777951	+	1236	47
cds-BAB38154.1	BA000007.3	4778119	4779774	-	1656	54
cds-BAB38155.1	BA000007.3	4780453	4781649	-	1197	568
cds-BAB38156.1	BA000007.3	4781652	4782851	-	1200	523
cds-BAB38157.1	BA000007.3	4782873	4783613	-	741	552
cds-BAB38158.1	BA000007.3	4783610	4784572	-	963	790
cds-BAB38159.1	BA000007.3	4784938	4787484	+	2547	6762
cds-BAB38160.1	BA000007.3	4787524	4787844	-	321	668
cds-BBE29469.1	BA000007.3	4788307	4788510	+	204	654
cds-BAB38162.2	BA000007.3	4788547	4789371	+	825	1652
cds-BAB38163.1	BA000007.3	4789368	4790075	+	708	1057
cds-BAB38164.1	BA000007.3	4790072	4790968	+	897	1682
cds-BAB38165.1	BA000007.3	4790968	4791684	+	717	756
cds-BAB38166.1	BA000007.3	4791768	4793930	+	2163	3488
cds-BAB38167.1	BA000007.3	4793975	4794877	-	903	3
cds-BAB38168.1	BA000007.3	4794960	4795724	-	765	188
cds-BAB38169.1	BA000007.3	4796094	4797044	+	951	752
cds-BBE29470.1	BA000007.3	4797086	4797577	-	492	0
cds-BAB38170.1	BA000007.3	4797574	4798422	-	849	0
cds-BAB38171.1	BA000007.3	4799382	4799681	+	300	0
cds-BAB38172.1	BA000007.3	4799728	4800615	-	888	308
cds-BAB38173.2	BA000007.3	4800667	4801134	-	468	1091
cds-BAB38174.1	BA000007.3	4801299	4802168	+	870	1172
cds-BAB38175.1	BA000007.3	4802295	4804130	+	1836	1998
cds-BAB38176.1	BA000007.3	4804194	4804814	+	621	353
cds-BAB38177.1	BA000007.3	4804876	4805496	-	621	252
cds-BAB38178.1	BA000007.3	4805607	4806629	+	1023	1565
cds-BAB38179.1	BA000007.3	4806637	4807437	+	801	700
cds-BAB38180.1	BA000007.3	4807513	4808412	+	900	76
cds-BAB38181.1	BA000007.3	4808300	4809253	-	954	46
cds-BAB38182.1	BA000007.3	4809489	4811750	+	2262	159
cds-BAB38183.2	BA000007.3	4811790	4812605	-	816	176
cds-BAB38184.1	BA000007.3	4812867	4813628	+	762	1399
cds-BAB38185.1	BA000007.3	4813769	4815196	+	1428	703
cds-BAB38186.1	BA000007.3	4815291	4816046	+	756	1664
cds-BAB38187.1	BA000007.3	4816060	4816665	+	606	932
cds-BAB38188.1	BA000007.3	4816662	4818302	+	1641	928
cds-BAB38189.1	BA000007.3	4818381	4818650	+	270	2131
cds-BAB38190.1	BA000007.3	4818654	4819169	+	516	1191
cds-BAB38191.1	BA000007.3	4819172	4819948	+	777	948
cds-BAB38192.1	BA000007.3	4819990	4820772	+	783	372
cds-BAB38193.1	BA000007.3	4820769	4821257	-	489	297
cds-BAB38194.1	BA000007.3	4821424	4822917	+	1494	5343
cds-BAB38195.1	BA000007.3	4822963	4823664	+	702	4011
cds-BAB38196.1	BA000007.3	4823856	4825019	-	1164	293
cds-BAB38197.1	BA000007.3	4825029	4827218	-	2190	40
cds-BAB38198.1	BA000007.3	4827408	4828739	+	1332	1921
cds-BAB38199.2	BA000007.3	4828739	4829353	+	615	399
cds-BAB38200.1	BA000007.3	4829392	4830843	+	1452	946
cds-BAB38201.1	BA000007.3	4830855	4831400	+	546	480
cds-BAB38202.2	BA000007.3	4836985	4837512	-	528	178
cds-BAB38203.1	BA000007.3	4837494	4838078	-	585	187
cds-BAB38204.1	BA000007.3	4838148	4838417	+	270	193
cds-BAB38205.1	BA000007.3	4838494	4839480	+	987	744
cds-BAB38206.1	BA000007.3	4839497	4840123	+	627	2042
cds-BAB38207.2	BA000007.3	4840278	4841708	+	1431	113
cds-BAB38208.1	BA000007.3	4841749	4842681	-	933	416
cds-BAB38209.1	BA000007.3	4843045	4845831	+	2787	2176
cds-BAB38210.1	BA000007.3	4846213	4846845	-	633	1368
cds-BAB38211.1	BA000007.3	4847427	4847933	+	507	1181
cds-BAB38212.2	BA000007.3	4848122	4849495	+	1374	2107
cds-BAB38213.1	BA000007.3	4849907	4851316	-	1410	654
cds-BAB38214.1	BA000007.3	4851328	4852377	-	1050	583
cds-BAB38215.1	BA000007.3	4852551	4853960	-	1410	7471
cds-BAB38216.1	BA000007.3	4854333	4856156	+	1824	19003
cds-BAB38217.1	BA000007.3	4856373	4857083	+	711	192
cds-BAB38218.1	BA000007.3	4857091	4858071	+	981	165
cds-BAB38219.1	BA000007.3	4858173	4859438	+	1266	38
cds-BAB38220.1	BA000007.3	4859529	4860287	-	759	7
cds-BAB38221.1	BA000007.3	4860288	4861691	-	1404	30
cds-BAB38222.1	BA000007.3	4861734	4863119	-	1386	46
cds-BAB38223.1	BA000007.3	4863165	4865201	-	2037	17
cds-BAB38224.1	BA000007.3	4865309	4866184	-	876	0
cds-BAB38225.1	BA000007.3	4866245	4867147	-	903	94
cds-BAB38226.1	BA000007.3	4867214	4868455	-	1242	68
cds-BAB38227.1	BA000007.3	4868471	4869349	-	879	39
cds-BAB38228.1	BA000007.3	4869373	4870269	-	897	11
cds-BAB38229.2	BA000007.3	4870437	4871333	+	897	37
cds-BAB38230.2	BA000007.3	4871367	4872152	+	786	312
cds-BAB38231.2	BA000007.3	4872251	4872850	+	600	270
cds-BAB38232.1	BA000007.3	4872844	4873716	+	873	432
cds-BAB38233.1	BA000007.3	4873713	4874150	+	438	575
cds-BAB38234.2	BA000007.3	4874195	4875136	+	942	700
cds-BAB38235.1	BA000007.3	4875547	4876440	+	894	13
cds-BAB38236.1	BA000007.3	4876447	4877361	+	915	0
cds-BAB38238.2	BA000007.3	4878055	4878273	+	219	10
cds-BAB38239.1	BA000007.3	4878490	4878732	+	243	97
cds-BAB38240.1	BA000007.3	4879062	4879991	-	930	1855
cds-BAB38241.1	BA000007.3	4879988	4880623	-	636	1060
cds-BAB38242.1	BA000007.3	4880620	4881522	-	903	917
cds-BAB38243.1	BA000007.3	4881535	4884585	-	3051	6219
cds-BAB38244.1	BA000007.3	4884779	4885612	+	834	1729
cds-BAB38245.1	BA000007.3	4885765	4886820	+	1056	93
cds-BAB38246.1	BA000007.3	4886870	4888618	-	1749	55
cds-BAB38247.1	BA000007.3	4888618	4889688	-	1071	46
cds-BAB38248.1	BA000007.3	4889678	4891117	-	1440	24
cds-BAB38249.1	BA000007.3	4891128	4891574	-	447	11
cds-BAB38250.1	BA000007.3	4892052	4893446	+	1395	0
cds-BAB38251.1	BA000007.3	4893487	4893801	-	315	7
cds-BAB38252.1	BA000007.3	4893811	4894635	-	825	0
cds-BAB38253.1	BA000007.3	4894810	4896069	-	1260	0
cds-BAB38254.1	BA000007.3	4896066	4897535	-	1470	0
cds-BAB38255.1	BA000007.3	4897823	4898659	+	837	18
cds-BAB38256.1	BA000007.3	4898643	4899581	+	939	54
cds-ECs_5767	BA000007.3	4899578	4900612	-	1035	42
cds-BAB38257.1	BA000007.3	4900897	4901517	+	621	5659
cds-BAB38258.2	BA000007.3	4901777	4902760	+	984	74
cds-BAB38259.2	BA000007.3	4902909	4903583	+	675	386
