# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_glyc_1Aligned.sortedByCoord.out.bam
cds-CAB52157.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	738016;738226;738350;738637;738758;738893;739229	738159;738304;738594;738705;738849;739166;739255	-;-;-;-;-;-;-	930	112
cds-CAB52158.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	739402;739754;740001;740276;740604;740734;740833;740973	739681;739962;740210;740535;740688;740765;740881;741230	-;-;-;-;-;-;-;-	1383	541
cds-CAB52159.1	CU329672.1;CU329672.1	741745;741830	741781;742503	+;+	711	44
cds-CAB52160.2	CU329672.1;CU329672.1	743004;743077	743034;747752	+;+	4707	420
cds-CAA20656.1	CU329672.1;CU329672.1	748037;748297	748192;748530	-;-	390	27
cds-CAA20657.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	748812;748990;749160;749479	748906;749049;749212;750764	+;+;+;+	1494	362
cds-CAA20658.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	752474;752725;753353;754135	752680;753289;754093;754631	+;+;+;+	2010	498
cds-CAA20659.2	CU329672.1;CU329672.1	755257;755469	755405;756186	+;+	867	80
cds-CAA18999.2	CU329672.1;CU329672.1;CU329672.1	757365;757506;757851	757424;757761;757861	+;+;+	327	44
cds-CAA18998.1	CU329672.1	758901	760853	-	1953	303
cds-CAA18997.1	CU329672.1	766170	767369	-	1200	32
cds-CAA18996.1	CU329672.1	767986	770052	-	2067	574
cds-CAA18995.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	770722;771351;771479;771693	771293;771413;771521;771725	-;-;-;-	711	83
cds-CAA18994.1	CU329672.1	773498	774466	+	969	2025
cds-CAA18993.1	CU329672.1	775041	776570	-	1530	1006
cds-CAB60245.1	CU329672.1	778133	782134	-	4002	0
cds-CAA18992.1	CU329672.1;CU329672.1	783101;783594	783375;783747	+;+	429	234
cds-CAA18991.1	CU329672.1;CU329672.1;CU329672.1	784250;784832;785464	784788;785244;785705	-;-;-	1194	72
cds-CAA18990.1	CU329672.1	786520	790614	-	4095	191
cds-CAA18989.2	CU329672.1	793179	796211	+	3033	242
cds-CAB38158.1	CU329672.1	796749	797969	-	1221	340
cds-CAB38159.1	CU329672.1	798282	798743	+	462	441
cds-CAB38160.1	CU329672.1;CU329672.1	799843;800059	799984;800618	+;+	702	62
cds-CAB38161.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	801197;801264;801379;801467;801572;802032;803362;803447;803600;803932;804060	801227;801339;801427;801516;801986;803311;803409;803557;803881;804018;804501	+;+;+;+;+;+;+;+;+;+;+	2871	146
cds-CAB38162.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	804627;805678;805849;805965	805627;805800;805921;806009	-;-;-;-	1242	180
cds-CAB38163.1	CU329672.1;CU329672.1	806262;807634	807577;808855	-;-	2538	22
cds-CAB38164.1	CU329672.1	812655	814328	+	1674	826
cds-CAB39357.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	815442;815970;816179;816394	815819;816106;816247;816457	-;-;-;-	648	114
cds-CAB38165.1	CU329672.1	818459	819328	+	870	168
cds-CBA11518.1	CU329672.1	819849	820157	-	309	9
cds-CAB38166.1	CU329672.1	821644	822237	+	594	85
cds-CAB38167.1	CU329672.1	823679	824005	+	327	1192
cds-CAB38168.1	CU329672.1;CU329672.1	825105;825243	825135;826540	+;+	1329	351
cds-CAB40203.1	CU329672.1	828546	830297	+	1752	91
cds-CAB40207.1	CU329672.1;CU329672.1	831178;831449	831384;832042	+;+	801	96
cds-CAB40209.3	CU329672.1	832347	833000	-	654	112
cds-CAB40006.1	CU329672.1	833966	835660	-	1695	714
cds-CAB40007.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	837605;837720;838984;839462;839638	837658;838933;839404;839591;839657	+;+;+;+;+	1839	185
cds-CAB40008.1	CU329672.1	839962	844071	+	4110	435
cds-CAB40009.1	CU329672.1	844446	845417	+	972	74
cds-CAB40010.1	CU329672.1	845924	846919	+	996	233
cds-CAB40011.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	848634;848931;849328;849486	848869;849231;849432;849629	+;+;+;+	786	106
cds-CAB40012.1	CU329672.1;CU329672.1	850050;852503	852440;852604	-;-	2493	129
cds-CAB40014.3	CU329672.1;CU329672.1	854651;855984	855926;856222	-;-	1515	64
cds-CAB40015.1	CU329672.1	857153	859141	+	1989	475
cds-CAB40016.1	CU329672.1	859779	860393	-	615	175
cds-CAB40017.1	CU329672.1	861566	862192	+	627	71
cds-CAB40018.1	CU329672.1	862712	866266	+	3555	1205
cds-CAB40019.1	CU329672.1	867996	868982	+	987	126
cds-CAB40020.2	CU329672.1;CU329672.1	869701;869764	869726;872071	+;+	2334	232
cds-CAB53075.1	CU329672.1;CU329672.1	872348;873950	873641;874056	-;-	1401	165
cds-CAB53076.1	CU329672.1	874608	877640	+	3033	489
cds-CAB53077.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	877939;878208;878402;878524;878600	878154;878318;878442;878549;878634	-;-;-;-;-	429	115
cds-CAB53078.1	CU329672.1	879647	881167	-	1521	64
cds-CAB53079.1	CU329672.1	881166	881660	+	495	92
cds-CAB53080.1	CU329672.1;CU329672.1;CU329672.1	883392;883594;883822	883535;883702;885173	+;+;+	1605	73
cds-CAB53081.1	CU329672.1	886101	886733	-	633	78
cds-CAB53082.1	CU329672.1;CU329672.1;CU329672.1	887406;887642;888240	887555;887733;888387	-;-;-	390	278
cds-CAB53083.1	CU329672.1	888858	889205	+	348	48
cds-CAB53084.1	CU329672.1;CU329672.1	889437;891892	891666;892211	-;-	2550	275
cds-CAB53085.1	CU329672.1	892720	893514	+	795	122
cds-CAB53086.1	CU329672.1	894171	895427	+	1257	400
cds-CAB53087.1	CU329672.1	896182	896535	-	354	104
cds-CAB53088.1	CU329672.1;CU329672.1;CU329672.1	897682;898743;899025	898632;898827;899155	-;-;-	1167	228
cds-CAB53089.2	CU329672.1	900402	903137	+	2736	298
cds-CAB76211.1	CU329672.1	903550	904899	-	1350	153
cds-CAB76212.1	CU329672.1;CU329672.1	906321;906652	906464;906894	+;+	387	52
cds-CAB76213.1	CU329672.1	907686	908285	+	600	45
cds-CAB76214.1	CU329672.1;CU329672.1	908977;909289	909054;909465	+;+	255	115
cds-CAB76215.1	CU329672.1;CU329672.1;CU329672.1	910510;910848;911064	910633;910998;911259	+;+;+	471	66
cds-CAB76216.1	CU329672.1;CU329672.1	913117;913210	913138;914897	+;+	1710	379
cds-CAB76217.1	CU329672.1	915382	916695	-	1314	81
cds-CAB76218.1	CU329672.1;CU329672.1	917864;917931	917866;918326	+;+	399	160
cds-CAB76219.1	CU329672.1	918772	919839	-	1068	192
cds-CAB76220.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	920455;920736;920943;921215	920686;920886;921161;921221	-;-;-;-	609	140
cds-CAB76221.1	CU329672.1	921422	921946	+	525	122
cds-CAB76222.1	CU329672.1	923069	923491	+	423	142
cds-CAB76223.1	CU329672.1;CU329672.1	924212;924781	924667;924936	-;-	612	29
cds-CAB76224.2	CU329672.1	927990	929387	+	1398	114
cds-CAB76225.2	CU329672.1	929755	930129	-	375	84
cds-CAB76226.1	CU329672.1;CU329672.1;CU329672.1	930591;930751;931078	930684;930947;931386	+;+;+	600	380
cds-CAB76227.1	CU329672.1;CU329672.1;CU329672.1	932022;932395;932504	932112;932450;932638	+;+;+	282	159
cds-CAB76228.2	CU329672.1;CU329672.1	932963;934764	934284;934923	-;-	1482	51
cds-CAB76229.1	CU329672.1	937803	938567	+	765	45
cds-CAB76230.1	CU329672.1	939945	940694	+	750	1647
cds-CAB76231.2	CU329672.1	941416	944472	+	3057	240
cds-CAC39321.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	944872;945671;945797;946141	945632;945746;945859;946260	-;-;-;-	1020	79
cds-CAC39322.1	CU329672.1	947832	949589	-	1758	618
cds-CAC39323.1	CU329672.1;CU329672.1;CU329672.1	951193;951975;952091	951841;952033;952204	-;-;-	822	119
cds-CAC39324.1	CU329672.1	952676	953536	-	861	274
cds-CCD31393.1	CU329672.1	955389	955598	+	210	292
cds-CAC39325.1	CU329672.1	956424	956804	-	381	219
cds-CAC39326.2	CU329672.1	959281	963972	-	4692	45
cds-CAA18647.1	CU329672.1	972824	973162	+	339	10
cds-CAA18646.1	CU329672.1	974761	976671	-	1911	1957
cds-CAA18645.1	CU329672.1	977441	978124	+	684	131
cds-CAA18644.1	CU329672.1	978613	980178	-	1566	125
cds-CAA18643.2	CU329672.1;CU329672.1;CU329672.1	981120;981211;981549	981128;981491;984243	+;+;+	2985	430
cds-CAA18642.1	CU329672.1;CU329672.1	984466;984711	984640;984991	-;-	456	105
cds-CAA18641.1	CU329672.1	986079	986684	-	606	0
cds-CAA18640.1	CU329672.1	988847	989422	+	576	51
cds-CAA18639.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	990713;990755;990902;991451	990715;990852;991384;991628	+;+;+;+	762	141
cds-CAA18638.1	CU329672.1;CU329672.1	993568;994709	994533;994804	-;-	1062	260
cds-CAA18637.1	CU329672.1;CU329672.1	995522;995943	995886;996816	+;+	1239	174
cds-CAA18636.2	CU329672.1	997688	998620	+	933	128
cds-CAA22839.1	CU329672.1	998942	1000168	-	1227	101
cds-CAA22840.1	CU329672.1;CU329672.1;CU329672.1	1001020;1001713;1002145	1001624;1001947;1002264	-;-;-	960	190
cds-CAA22841.1	CU329672.1	1003130	1007515	+	4386	239
cds-CAA22842.1	CU329672.1;CU329672.1;CU329672.1	1008473;1008669;1010541	1008589;1010498;1010876	+;+;+	2283	282
cds-CAA22843.1	CU329672.1	1011762	1014191	+	2430	174
cds-CAA22844.1	CU329672.1	1014648	1016120	-	1473	176
cds-CAA22845.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1017094;1018046;1020108;1020768;1021028	1018002;1020066;1020708;1020956;1021291	-;-;-;-;-	3984	386
cds-CAB58409.1	CU329672.1	1022681	1025149	+	2469	710
cds-CAB58410.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1025552;1025701;1025841;1025918;1026702;1026892;1027156	1025651;1025784;1025879;1026574;1026839;1027111;1027438	+;+;+;+;+;+;+	1521	298
cds-CAB58411.1	CU329672.1	1028292	1029146	-	855	222
cds-CAK9841592.1	CU329672.1	1030256	1030828	-	573	53
cds-CAB58413.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1031434;1031940;1032329;1032472	1031901;1032269;1032418;1032489	-;-;-;-	906	69
cds-CAB58414.2	CU329672.1;CU329672.1	1032939;1033433	1033373;1033456	-;-	459	753
cds-CAA22540.1	CU329672.1	1034412	1036880	-	2469	628
cds-CAA22541.1	CU329672.1;CU329672.1	1040133;1040603	1040357;1040737	+;+	360	32
cds-CAA22542.1	CU329672.1;CU329672.1	1041374;1041568	1041513;1041934	+;+	507	25
cds-CAA22543.1	CU329672.1;CU329672.1	1042639;1042843	1042780;1042877	-;-	177	21
cds-CAA22544.1	CU329672.1;CU329672.1	1043831;1043981	1043924;1044555	+;+	669	39
cds-CCD31394.1	CU329672.1;CU329672.1	1044622;1044757	1044703;1044887	-;-	213	8
cds-CAA22545.1	CU329672.1;CU329672.1	1045467;1045545	1045498;1046568	+;+	1056	160
cds-CAA22546.1	CU329672.1	1048603	1049787	+	1185	475
cds-CAA22547.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1050087;1050415;1050695;1051391;1051477;1051641	1050372;1050646;1051324;1051435;1051581;1051713	-;-;-;-;-;-	1371	433
cds-CAA22548.1	CU329672.1;CU329672.1;CU329672.1	1052318;1052520;1052885	1052481;1052829;1053649	+;+;+	1239	117
cds-CAA22549.1	CU329672.1	1053866	1056028	-	2163	537
cds-CAK9841606.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1056598;1056787;1057239;1057925	1056737;1057191;1057880;1058189	-;-;-;-	1452	171
cds-CAB38416.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1058890;1059022;1059427;1059567;1059643	1058971;1059257;1059516;1059594;1059737	-;-;-;-;-	531	105
cds-CAA22551.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1060020;1060133;1060421;1060888;1061142;1061377;1061719	1060087;1060374;1060849;1061095;1061331;1061673;1061775	+;+;+;+;+;+;+	1491	100
cds-CAA22552.1	CU329672.1	1061985	1064195	-	2211	134
cds-CAB60692.1	CU329672.1	1143091	1144041	-	951	128
cds-CCD31395.1	CU329672.1;CU329672.1	1144468;1144709	1144646;1144799	+;+	270	38
cds-CAB60691.1	CU329672.1	1145056	1145907	-	852	131
cds-CAB60690.1	CU329672.1	1146383	1147141	-	759	91
cds-CAB60689.1	CU329672.1	1147453	1150215	-	2763	630
cds-CAB60688.1	CU329672.1	1150842	1151714	-	873	58
cds-CAB60687.1	CU329672.1	1152243	1153862	-	1620	340
cds-CAB60686.1	CU329672.1	1154281	1155606	-	1326	280
cds-CAB60685.1	CU329672.1	1156206	1156556	+	351	59
cds-CAB60684.1	CU329672.1;CU329672.1	1158148;1158217	1158160;1160126	+;+	1923	60
cds-CAB60683.2	CU329672.1;CU329672.1	1160510;1160594	1160544;1161080	+;+	522	261
cds-CAB60682.1	CU329672.1	1161336	1161992	-	657	112
cds-CAB60681.1	CU329672.1	1162869	1164050	-	1182	413
cds-CAB60680.1	CU329672.1	1165188	1165790	+	603	101
cds-CAK9841624.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1166559;1166662;1166743;1166815;1167373	1166604;1166696;1166767;1167323;1167837	+;+;+;+;+	1080	281
cds-CAB60678.1	CU329672.1;CU329672.1;CU329672.1	1168730;1168979;1169211	1168929;1169153;1172786	+;+;+	3951	741
cds-CAB60677.1	CU329672.1	1173490	1175529	+	2040	1083
cds-CAB60676.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1176759;1176826;1176953;1177129	1176780;1176872;1176997;1177404	+;+;+;+	390	145
cds-CAB60675.2	CU329672.1;CU329672.1	1177872;1178547	1178489;1178825	-;-	897	234
cds-CAB62827.1	CU329672.1	1179636	1182557	-	2922	246
cds-CAB62828.1	CU329672.1;CU329672.1;CU329672.1	1182796;1183050;1183996	1182990;1183940;1185168	+;+;+	2259	107
cds-CAA19105.1	CU329672.1;CU329672.1	1185888;1186018	1185971;1186167	-;-	234	71
cds-CAA19106.1	CU329672.1;CU329672.1;CU329672.1	1186393;1186885;1187293	1186824;1187241;1187568	-;-;-	1065	128
cds-CAA19107.1	CU329672.1	1187735	1191376	-	3642	463
cds-CAA19108.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1191937;1192051;1192267;1192473	1191994;1192220;1192414;1193071	-;-;-;-	975	31
cds-CAI84978.1	CU329672.1;CU329672.1	1194197;1194824	1194775;1194943	+;+	699	59
cds-CAA19110.1	CU329672.1	1195418	1195732	-	315	204
cds-CAA19111.1	CU329672.1	1198190	1199791	+	1602	106
cds-CAA19112.1	CU329672.1	1200989	1201732	+	744	74
cds-CAA19113.1	CU329672.1	1202535	1204142	+	1608	214
cds-CAA19114.1	CU329672.1	1205004	1206506	+	1503	104
cds-CAA19115.1	CU329672.1;CU329672.1	1207663;1208163	1207825;1211089	+;+	3090	680
cds-CAA19116.1	CU329672.1;CU329672.1;CU329672.1	1212008;1212159;1212346	1212087;1212273;1213356	+;+;+	1206	108
cds-CAA19117.1	CU329672.1	1214446	1216083	+	1638	264
cds-CAA19118.2	CU329672.1	1217142	1221017	+	3876	1307
cds-CAA19119.1	CU329672.1	1221616	1223007	-	1392	218
cds-CAA19120.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1223686;1224088;1224417;1224870;1225710;1225899;1226298;1226482;1226661	1224000;1224373;1224832;1225652;1225854;1226248;1226396;1226594;1226925	-;-;-;-;-;-;-;-;-	2772	50
cds-CAB57300.2	CU329672.1	1227545	1228792	+	1248	139
cds-CAB39898.2	CU329672.1;CU329672.1	1229724;1230330	1230275;1230407	+;+	630	77
cds-CAB39899.1	CU329672.1;CU329672.1	1231042;1231448	1231359;1231702	-;-	573	357
cds-CAB39900.1	CU329672.1	1232185	1233171	+	987	88
cds-CAB39901.1	CU329672.1	1233450	1238030	-	4581	836
cds-CAB39902.1	CU329672.1	1239385	1243212	-	3828	310
cds-CAB39903.1	CU329672.1;CU329672.1	1245263;1247991	1247944;1249313	+;+	4005	352
cds-CAB39904.1	CU329672.1	1249557	1252193	-	2637	361
cds-CAB39905.1	CU329672.1	1254545	1254964	+	420	14
cds-CAB39906.1	CU329672.1;CU329672.1	1255280;1256650	1256590;1256793	+;+	1455	167
cds-CAB39907.1	CU329672.1	1256933	1257493	-	561	58
cds-CAB39908.1	CU329672.1	1257676	1258272	-	597	73
cds-CAB39909.1	CU329672.1	1258634	1260799	+	2166	168
cds-CAB39910.1	CU329672.1	1261606	1263381	-	1776	316
cds-CAB51560.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1264730;1266340;1266512;1266671;1266821	1266005;1266417;1266543;1266717;1266827	-;-;-;-;-	1440	992
cds-CAB51561.2	CU329672.1;CU329672.1	1268158;1268244	1268172;1268564	-;-	336	49
cds-CAB51562.1	CU329672.1	1268997	1277435	-	8439	441
cds-CAB51563.1	CU329672.1	1277873	1280899	-	3027	882
cds-CAB51564.1	CU329672.1;CU329672.1;CU329672.1	1281886;1282052;1282218	1281950;1282154;1282364	-;-;-	315	25
cds-CAB51565.2	CU329672.1	1283162	1286035	+	2874	117
cds-CAA22855.1	CU329672.1	1286350	1287405	+	1056	63
cds-CAA22856.1	CU329672.1	1288137	1290725	+	2589	79
cds-CAA22857.1	CU329672.1	1292178	1293698	+	1521	1048
cds-CAA22858.1	CU329672.1	1294076	1295914	-	1839	198
cds-CAA22859.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1296958;1297262;1298351;1299091;1300025	1297184;1298294;1299040;1299930;1300186	+;+;+;+;+	2952	140
cds-CAA22860.1	CU329672.1	1300640	1300954	-	315	8
cds-CAA22861.1	CU329672.1;CU329672.1	1302900;1303135	1302911;1304865	+;+	1743	502
cds-CAA22862.1	CU329672.1;CU329672.1;CU329672.1	1306194;1306796;1307129	1306737;1306974;1307773	+;+;+	1368	645
cds-CAA22863.1	CU329672.1	1309780	1310568	+	789	345
cds-CAA22864.1	CU329672.1;CU329672.1	1311652;1312089	1311823;1312336	+;+	420	349
cds-CAA22865.1	CU329672.1	1312798	1315932	-	3135	195
cds-CAA22866.1	CU329672.1	1316337	1317995	+	1659	232
cds-CAA22867.1	CU329672.1	1318425	1320590	-	2166	1131
cds-CAA22868.1	CU329672.1	1321587	1321922	+	336	50
cds-CAA22869.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1323844;1324355;1324678;1324796	1324147;1324621;1324746;1325022	+;+;+;+	867	479
cds-CAA22870.2	CU329672.1;CU329672.1	1325197;1328176	1328130;1328307	-;-	3066	250
cds-CAB58129.1	CU329672.1;CU329672.1;CU329672.1	1329098;1329234;1329678	1329176;1329610;1330220	+;+;+	999	186
cds-CAB58130.1	CU329672.1;CU329672.1;CU329672.1	1331555;1331986;1332276	1331791;1332209;1332345	+;+;+	531	173
cds-CAB58131.1	CU329672.1	1332764	1336084	-	3321	853
cds-SPOM_SPCC132.05C	CU329672.1	1338731	1340098	-	1368	162
cds-CAA19349.1	CU329672.1	1341269	1341622	-	354	48
cds-CAA19348.1	CU329672.1;CU329672.1	1343092;1343205	1343124;1345058	+;+	1887	245
cds-CAA19347.1	CU329672.1	1345394	1347127	-	1734	66
cds-CAA19346.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1347822;1348369;1349112;1349269	1348238;1349024;1349222;1349398	-;-;-;-	1314	484
cds-CAA19345.2	CU329672.1	1350062	1351084	-	1023	305
cds-CAA19344.1	CU329672.1	1351993	1354209	-	2217	149
cds-CAA19343.1	CU329672.1	1355276	1355509	-	234	212
cds-CAA19342.1	CU329672.1	1356326	1357237	+	912	94
cds-CAA19341.2	CU329672.1	1357866	1358426	+	561	224
cds-CAA19339.2	CU329672.1;CU329672.1	1358891;1359127	1359082;1359819	-;-	885	214
cds-CAA19338.1	CU329672.1;CU329672.1	1362628;1362733	1362681;1364868	+;+	2190	457
cds-CAA19337.1	CU329672.1	1365222	1365641	+	420	117
cds-CAA19336.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1366621;1366679;1366981;1367285;1367414	1366631;1366817;1367106;1367364;1367477	+;+;+;+;+	420	147
cds-CAA19335.1	CU329672.1;CU329672.1	1367793;1368307	1368247;1368355	-;-	504	75
cds-CAO77689.1	CU329672.1	1368919	1369344	+	426	0
cds-CAA19334.1	CU329672.1	1368882	1369259	-	378	2
cds-CAA19332.2	CU329672.1	1374172	1381404	+	7233	1953
cds-CAA22823.1	CU329672.1	1382490	1383425	-	936	43
cds-CAA22824.1	CU329672.1	1384032	1384613	-	582	34
cds-CAA22825.1	CU329672.1	1386802	1387803	+	1002	33
cds-CAA22826.1	CU329672.1	1388798	1389970	+	1173	126
cds-CAA22827.1	CU329672.1	1392690	1394129	-	1440	2421
cds-CAK9841709.1	CU329672.1	1397625	1398638	-	1014	385
cds-CAA22829.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1399379;1399698;1400066;1400335;1400444	1399535;1400018;1400296;1400387;1400476	+;+;+;+;+	795	31
cds-SPOM_SPCC622.21	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1401530;1401900;1402221;1402490	1401668;1402172;1402448;1402672	+;+;+;+	823	43
cds-CAA21857.1	CU329672.1	1404306	1404755	-	450	78
cds-CAA21859.1	CU329672.1	1405969	1406367	-	399	13
cds-CAA21858.1	CU329672.1	1405076	1405459	+	384	109
cds-CAA21860.1	CU329672.1	1406677	1407099	+	423	21
cds-CAA21862.1	CU329672.1	1408816	1409184	-	369	31
cds-CAA21863.1	CU329672.1	1409497	1409883	+	387	28
cds-CAA21864.1	CU329672.1	1411524	1411922	-	399	761
cds-CAA21865.1	CU329672.1	1412484	1412864	+	381	1425
cds-CAA21866.1	CU329672.1;CU329672.1	1413637;1415978	1415911;1416150	-;-	2448	298
cds-CAK9841721.1	CU329672.1;CU329672.1	1417271;1417634	1417438;1418983	+;+	1518	120
cds-CAA21868.1	CU329672.1	1419457	1420812	-	1356	2145
cds-CAA21869.1	CU329672.1	1422550	1425846	-	3297	567
cds-CAA21870.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1427098;1427632;1427788;1428277	1427310;1427709;1428216;1428522	+;+;+;+	966	144
cds-CAA21871.1	CU329672.1	1429106	1430779	-	1674	242
cds-CAA21872.1	CU329672.1	1431699	1434545	-	2847	239
cds-CAK9841727.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1435178;1435272;1435596;1435923	1435181;1435335;1435850;1436649	+;+;+;+	1050	90
cds-CAA21876.1	CU329672.1;CU329672.1	1440089;1441783	1441670;1441994	-;-	1794	176
cds-CAA21874.1	CU329672.1	1437153	1437740	+	588	731
cds-CAA21875.2	CU329672.1;CU329672.1	1438375;1438443	1438399;1439839	+;+	1422	70
cds-CAA22271.1	CU329672.1	1443002	1443925	+	924	128
cds-CAA22272.1	CU329672.1	1444653	1445636	+	984	397
cds-CAA22273.1	CU329672.1;CU329672.1;CU329672.1	1446343;1446615;1447156	1446511;1446907;1447377	-;-;-	684	87
cds-CAA22274.1	CU329672.1	1449606	1451015	+	1410	87
cds-CAA22275.2	CU329672.1	1453242	1454414	+	1173	223
cds-CAB57844.1	CU329672.1	1454816	1455958	-	1143	265
cds-CAB57845.1	CU329672.1	1456436	1457491	+	1056	28
cds-CAB57846.1	CU329672.1	1457861	1459192	+	1332	197
cds-CAB57847.1	CU329672.1	1460509	1462227	-	1719	111
cds-CAB57848.1	CU329672.1	1463253	1464338	-	1086	53
cds-CAB57849.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1464773;1465158;1465656;1465853	1465061;1465600;1465795;1466006	-;-;-;-	1026	309
cds-CAB57850.1	CU329672.1	1468174	1471296	+	3123	276
cds-CAB57851.1	CU329672.1;CU329672.1;CU329672.1	1471781;1471857;1472367	1471813;1472300;1473326	-;-;-	1437	82
cds-CAB41222.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1475777;1475844;1475980;1476525;1477332;1477720	1475800;1475939;1476193;1477279;1477630;1477978	+;+;+;+;+;+	1647	186
cds-CAB41224.1	CU329672.1;CU329672.1;CU329672.1	1481138;1481345;1481807	1481280;1481758;1481966	-;-;-	717	66
cds-CAB41223.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1478304;1480258;1480450;1480727;1480899	1480217;1480389;1480678;1480836;1481141	+;+;+;+;+	2628	354
cds-CAB41226.1	CU329672.1;CU329672.1	1483088;1485059	1484578;1485136	-;-	1569	649
cds-CAB41227.1	CU329672.1	1486303	1488510	+	2208	210
cds-CAB41228.1	CU329672.1;CU329672.1;CU329672.1	1488934;1492234;1492388	1492154;1492336;1492390	-;-;-	3327	819
cds-CAB41229.1	CU329672.1	1492938	1494767	-	1830	94
cds-SPOM_SPCC188.10C	CU329672.1	1497980	1500664	-	2685	169
cds-CCD31396.1	CU329672.1	1500971	1501210	-	240	16
cds-CAB41231.1	CU329672.1;CU329672.1;CU329672.1	1502692;1502764;1504364	1502720;1504315;1504456	+;+;+	1674	153
cds-CAB37422.1	CU329672.1;CU329672.1	1504941;1505062	1504999;1506145	+;+	1143	68
cds-CAB41233.2	CU329672.1	1506166	1510290	-	4125	327
cds-CAB37424.1	CU329672.1;CU329672.1	1511583;1513174	1512702;1513196	-;-	1143	248
cds-CAB37425.1	CU329672.1	1514795	1515142	+	348	12
cds-CAB37426.1	CU329672.1	1516386	1518020	+	1635	42
cds-CAB37427.2	CU329672.1	1518916	1520220	+	1305	56
