# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_gluc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_gluc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_gluc_1Aligned.sortedByCoord.out.bam
cds-CAB41654.1	CU329672.1;CU329672.1	418476;419382	419319;419473	-;-	936	255
cds-CAB41655.1	CU329672.1;CU329672.1;CU329672.1	420000;420879;421073	420657;421012;421135	-;-;-	855	75
cds-CAB41656.1	CU329672.1	421703	422728	-	1026	1068
cds-CAB41657.1	CU329672.1;CU329672.1	424547;426218	426143;426276	-;-	1656	1485
cds-SPOM_SPCC306.10	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	427445;427752;428047;428336;428568;428681	427583;427997;428290;428527;428630;428763	+;+;+;+;+;+	967	21
cds-CAB41659.1	CU329672.1	430788	431639	+	852	480
cds-CAB09763.1	CU329672.1	432395	434674	-	2280	183
cds-CAB09765.1	CU329672.1	435937	438423	-	2487	432
cds-CAB09764.1	CU329672.1	439064	439660	-	597	196
cds-CAB09771.1	CU329672.1	440054	441271	-	1218	71
cds-CAB09770.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	441589;441749;442214;442492	441688;442145;442432;442696	+;+;+;+	921	180
cds-CAB09769.1	CU329672.1	443170	444756	-	1587	378
cds-CAB09768.1	CU329672.1	445404	446051	+	648	183
cds-CAK9841360.1	CU329672.1	446237	446407	-	171	5
cds-CAB09767.1	CU329672.1	447264	449729	+	2466	329
cds-CAB09766.1	CU329672.1	450465	451415	-	951	34
cds-CAB09777.1	CU329672.1	452369	454429	+	2061	247
cds-CAB09776.1	CU329672.1	455303	457210	+	1908	341
cds-CAB09775.1	CU329672.1	458100	459410	-	1311	453
cds-CAB09774.1	CU329672.1	460117	461502	+	1386	139
cds-CAB09773.1	CU329672.1	461951	462385	+	435	78
cds-CAJ77393.1	CU329672.1;CU329672.1	462720;462984	462815;464714	+;+	1827	155
cds-CAB09781.1	CU329672.1;CU329672.1	464937;465259	465129;465983	+;+	918	68
cds-CAB09780.1	CU329672.1	466796	467839	-	1044	107
cds-CAB09779.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	468839;469245;469396;469626	469135;469331;469497;469688	-;-;-;-	549	45
cds-CAB09778.1	CU329672.1	470668	472068	-	1401	920
cds-CAA18288.1	CU329672.1	474390	475571	-	1182	1299
cds-CAA18287.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	476046;478400;478640;478800;478913	478343;478587;478745;478864;478988	-;-;-;-;-	2733	180
cds-CAA18286.1	CU329672.1;CU329672.1;CU329672.1	479727;479836;480013	479778;479946;481751	+;+;+	1902	217
cds-CAA18285.1	CU329672.1	482235	482798	-	564	1698
cds-CAA18284.1	CU329672.1	483585	484739	+	1155	66
cds-CAA18283.1	CU329672.1;CU329672.1	484965;485977	485924;485979	-;-	963	44
cds-CAA20704.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	487167;487473;487768;488092;488324;488437	487305;487718;488046;488283;488386;488519	+;+;+;+;+;+	1002	30
cds-CAA20703.1	CU329672.1;CU329672.1	490068;490222	490157;492174	+;+	2043	186
cds-CAA20702.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	492370;492832;493108;493600;493780;494003;495673;495767	492784;493062;493549;493738;493954;495612;495722;495926	-;-;-;-;-;-;-;-	3222	222
cds-CAA20701.1	CU329672.1	496863	499766	-	2904	609
cds-CAA20700.1	CU329672.1	500859	502769	+	1911	108
cds-CAA20699.1	CU329672.1	503617	504525	-	909	399
cds-CAA20698.1	CU329672.1;CU329672.1	506415;506654	506492;506875	-;-	300	697
cds-CAA20697.1	CU329672.1;CU329672.1;CU329672.1	508053;508777;508936	508320;508870;509308	+;+;+	735	67
cds-CAA20696.1	CU329672.1	510435	511340	-	906	347
cds-CAA20695.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	512043;512326;512709;513328	512275;512635;513281;513540	-;-;-;-	1329	169
cds-CAB72327.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	513931;514167;514293;514377;514511;514617	514092;514251;514328;514463;514571;514770	-;-;-;-;-;-	585	67
cds-CAA20694.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	514906;515363;515669;515837;516204;516602;516936;517459;517635	515322;515623;515794;516164;516552;516885;517412;517581;517903	-;-;-;-;-;-;-;-;-	2634	256
cds-CAB85446.1	CU329672.1	519540	522584	+	3045	354
cds-CAB85447.2	CU329672.1	524132	525001	+	870	85
cds-CAB58368.1	CU329672.1	525361	525792	+	432	92
cds-CAB58369.1	CU329672.1	526271	526690	-	420	73
cds-CAB58370.1	CU329672.1;CU329672.1;CU329672.1	527602;527751;528190	527665;528092;528647	+;+;+	864	294
cds-CAB58371.1	CU329672.1	529173	530783	+	1611	119
cds-CAB58372.1	CU329672.1	533322	536888	+	3567	341
cds-CAB58373.1	CU329672.1	537326	539854	+	2529	1655
cds-CAB58374.1	CU329672.1;CU329672.1	540259;540567	540376;540775	-;-	327	930
cds-CAB58375.1	CU329672.1;CU329672.1	541275;541569	541388;545744	+;+	4290	1813
cds-CAA20434.1	CU329672.1;CU329672.1	546108;549020	548972;549148	-;-	2994	125
cds-CAA20435.1	CU329672.1	550473	552101	-	1629	400
cds-CAA20436.1	CU329672.1;CU329672.1	553185;553648	553565;553704	+;+	438	2005
cds-CAA20437.2	CU329672.1;CU329672.1	554521;554865	554744;556200	+;+	1560	45
cds-CAA20438.1	CU329672.1;CU329672.1	556396;558175	558128;558205	-;-	1764	370
cds-CAA20439.1	CU329672.1;CU329672.1;CU329672.1	560067;560215;560516	560098;560341;561277	+;+;+	921	281
cds-CAA20440.1	CU329672.1	562353	563117	-	765	471
cds-CAA20441.1	CU329672.1	565891	567474	-	1584	365
cds-CAA20442.2	CU329672.1;CU329672.1;CU329672.1	568700;569021;569524	568953;569089;569539	-;-;-	339	41
cds-CAA20443.1	CU329672.1	570243	571448	-	1206	1338
cds-CAA20444.1	CU329672.1	571710	574472	-	2763	744
cds-CAA20445.1	CU329672.1;CU329672.1	575537;575672	575612;578304	+;+	2709	477
cds-CAA20446.1	CU329672.1	579456	580313	-	858	286
cds-CAA20447.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	580593;580666;581239;581672	580627;581122;581626;582195	+;+;+;+	1404	174
cds-CAA20448.1	CU329672.1;CU329672.1;CU329672.1	584135;584292;584486	584219;584397;585587	+;+;+	1293	247
cds-CAA20449.1	CU329672.1	585906	589853	-	3948	496
cds-CAA20450.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	590326;590566;590997;591183;591322;591522;591623	590457;590951;591067;591258;591482;591575;591654	-;-;-;-;-;-;-	912	310
cds-CAA20451.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	591852;591925;592134;592353;592832;594342	591884;592086;592253;592791;594290;594435	+;+;+;+;+;+	2307	350
cds-CAA21082.1	CU329672.1;CU329672.1	595060;595493	595212;596002	+;+	663	794
cds-CAA21083.1	CU329672.1;CU329672.1;CU329672.1	596368;596667;596842	596512;596761;597078	-;-;-	477	128
cds-CAA21084.1	CU329672.1;CU329672.1	597614;599096	599046;599237	-;-	1575	181
cds-CAA21085.3	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	599520;599654;600101;600247;600416;600728;601940;602065;602227;602367;602517;602572	599601;600061;600209;600378;600679;601885;602025;602161;602326;602429;602527;602803	-;-;-;-;-;-;-;-;-;-;-;-	2742	247
cds-CAA21086.1	CU329672.1;CU329672.1;CU329672.1	603037;603321;603721	603263;603653;604129	+;+;+	969	103
cds-CBA11516.1	CU329672.1;CU329672.1	604405;604857	604805;604872	-;-	417	2
cds-CAA21087.1	CU329672.1	606337	611409	+	5073	587
cds-CAA21088.1	CU329672.1	611900	612550	-	651	3920
cds-CAA21089.2	CU329672.1;CU329672.1;CU329672.1	613283;613356;613628	613305;613564;613725	-;-;-	330	232
cds-CAA21090.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	615605;615913;616208;616522;616613	615743;616158;616480;616563;616689	+;+;+;+;+	777	17
cds-CAA21091.1	CU329672.1	620024	623059	+	3036	409
cds-CAA21219.1	CU329672.1	623607	624527	-	921	34
cds-CAA21220.1	CU329672.1	625488	626225	-	738	250
cds-CAA21221.1	CU329672.1;CU329672.1	627212;627793	627697;627804	-;-	498	297
cds-CAA21222.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	628996;629146;630218;630401	629094;629847;630342;630443	-;-;-;-	969	224
cds-CAA21223.1	CU329672.1	632248	633654	+	1407	16
cds-CAA21224.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	634309;634389;634620;634717	634339;634560;634651;636761	+;+;+;+	2280	1335
cds-CAA21225.1	CU329672.1	637461	639533	-	2073	740
cds-CAA21958.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	640145;640292;640606;640831;642138	640241;640556;640774;641924;642444	-;-;-;-;-	1932	519
cds-CAA21959.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	643812;645941;646284;646617	645901;646242;646578;649416	+;+;+;+	5487	537
cds-CAA21960.1	CU329672.1	649656	650792	-	1137	422
cds-CAB71863.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	651622;651973;652115;652280;652419	651905;652045;652225;652371;652455	-;-;-;-;-	597	50
cds-CAA21961.1	CU329672.1;CU329672.1	652783;653000	652893;656311	+;+	3423	295
cds-CAA21962.1	CU329672.1	656625	657071	+	447	3562
cds-CAB71193.2	CU329672.1	657704	658258	+	555	105
cds-CAA21964.3	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	658832;659223;659567;659709;660298	659139;659488;659628;660197;660321	+;+;+;+;+	1149	150
cds-CAB71194.1	CU329672.1;CU329672.1;CU329672.1	660851;661097;661170	661044;661124;661181	-;-;-	234	109
cds-CAA20741.1	CU329672.1	662342	663988	-	1647	278
cds-CAA20742.1	CU329672.1;CU329672.1	664668;665214	665068;665340	+;+	528	117
cds-CAA20743.1	CU329672.1;CU329672.1;CU329672.1	667171;667479;667737	667433;667683;668069	+;+;+	801	36
cds-CAA20745.2	CU329672.1;CU329672.1	669467;669637	669584;670760	-;-	1242	43
cds-CAA20744.1	CU329672.1;CU329672.1;CU329672.1	668586;668718;669118	668656;669063;669306	+;+;+	606	58
cds-CAO77686.1	CU329672.1	671310	671555	+	246	6
cds-CAA20746.1	CU329672.1	673476	675161	+	1686	414
cds-CAA20747.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	675765;676133;676360;676854	676068;676290;676750;677026	-;-;-;-	1026	131
cds-CAA20748.1	CU329672.1	680362	683562	+	3201	1505
cds-CBA11517.1	CU329672.1;CU329672.1	684828;685049	684947;685192	+;+	264	47
cds-CAA20749.1	CU329672.1;CU329672.1	685901;686204	686085;686792	+;+	774	556
cds-CAA20750.1	CU329672.1;CU329672.1	687754;687833	687781;688671	+;+	867	170
cds-CAA20751.1	CU329672.1;CU329672.1	689568;689703	689645;690167	+;+	543	198
cds-CAA20752.1	CU329672.1	691135	691632	-	498	262
cds-CAA20753.1	CU329672.1	691825	694845	-	3021	565
cds-CAB38631.2	CU329672.1;CU329672.1	695922;696157	696083;697083	+;+	1089	288
cds-CAA20754.2	CU329672.1;CU329672.1;CU329672.1	697605;697875;698180	697752;698127;698399	-;-;-	621	120
cds-CAA20755.1	CU329672.1	699038	699745	+	708	63
cds-CAA20756.1	CU329672.1;CU329672.1	700165;701550	701391;701681	-;-	1359	467
cds-CAC34987.1	CU329672.1	702607	704337	+	1731	238
cds-CAC34988.1	CU329672.1;CU329672.1;CU329672.1	704973;705228;705808	705176;705722;706776	-;-;-	1668	829
cds-CAD35754.1	CU329672.1;CU329672.1;CU329672.1	708340;708675;708769	708616;708728;708890	+;+;+	453	1
cds-CAC34990.2	CU329672.1	709415	714007	-	4593	592
cds-SPOM_SPCC18B5.02C	CU329672.1	717851	718869	-	1019	140
cds-CAB52150.1	CU329672.1	722234	724867	+	2634	280
cds-CAB52151.1	CU329672.1	726010	726510	+	501	123
cds-CAB52152.1	CU329672.1	727030	728013	-	984	20
cds-CAB52153.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	729133;729266;729380;729735;729890	729212;729319;729678;729841;730522	+;+;+;+;+	1173	154
cds-CAB52154.2	CU329672.1;CU329672.1;CU329672.1	731472;732752;733103	732703;733050;733221	-;-;-	1650	407
cds-CAB52155.1	CU329672.1	733421	736342	-	2922	329
cds-CAB52156.1	CU329672.1	737520	737870	-	351	50
cds-CAB52157.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	738016;738226;738350;738637;738758;738893;739229	738159;738304;738594;738705;738849;739166;739255	-;-;-;-;-;-;-	930	159
cds-CAB52158.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	739402;739754;740001;740276;740604;740734;740833;740973	739681;739962;740210;740535;740688;740765;740881;741230	-;-;-;-;-;-;-;-	1383	359
cds-CAB52159.1	CU329672.1;CU329672.1	741745;741830	741781;742503	+;+	711	88
cds-CAB52160.2	CU329672.1;CU329672.1	743004;743077	743034;747752	+;+	4707	296
cds-CAA20656.1	CU329672.1;CU329672.1	748037;748297	748192;748530	-;-	390	138
cds-CAA20657.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	748812;748990;749160;749479	748906;749049;749212;750764	+;+;+;+	1494	792
cds-CAA20658.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	752474;752725;753353;754135	752680;753289;754093;754631	+;+;+;+	2010	486
cds-CAA20659.2	CU329672.1;CU329672.1	755257;755469	755405;756186	+;+	867	72
cds-CAA18999.2	CU329672.1;CU329672.1;CU329672.1	757365;757506;757851	757424;757761;757861	+;+;+	327	34
cds-CAA18998.1	CU329672.1	758901	760853	-	1953	266
cds-CAA18997.1	CU329672.1	766170	767369	-	1200	35
cds-CAA18996.1	CU329672.1	767986	770052	-	2067	560
cds-CAA18995.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	770722;771351;771479;771693	771293;771413;771521;771725	-;-;-;-	711	96
cds-CAA18994.1	CU329672.1	773498	774466	+	969	2500
cds-CAA18993.1	CU329672.1	775041	776570	-	1530	794
cds-CAB60245.1	CU329672.1	778133	782134	-	4002	0
cds-CAA18992.1	CU329672.1;CU329672.1	783101;783594	783375;783747	+;+	429	250
cds-CAA18991.1	CU329672.1;CU329672.1;CU329672.1	784250;784832;785464	784788;785244;785705	-;-;-	1194	101
cds-CAA18990.1	CU329672.1	786520	790614	-	4095	252
cds-CAA18989.2	CU329672.1	793179	796211	+	3033	344
cds-CAB38158.1	CU329672.1	796749	797969	-	1221	280
cds-CAB38159.1	CU329672.1	798282	798743	+	462	2160
cds-CAB38160.1	CU329672.1;CU329672.1	799843;800059	799984;800618	+;+	702	62
cds-CAB38161.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	801197;801264;801379;801467;801572;802032;803362;803447;803600;803932;804060	801227;801339;801427;801516;801986;803311;803409;803557;803881;804018;804501	+;+;+;+;+;+;+;+;+;+;+	2871	87
cds-CAB38162.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	804627;805678;805849;805965	805627;805800;805921;806009	-;-;-;-	1242	169
cds-CAB38163.1	CU329672.1;CU329672.1	806262;807634	807577;808855	-;-	2538	18
cds-CAB38164.1	CU329672.1	812655	814328	+	1674	1934
cds-CAB39357.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	815442;815970;816179;816394	815819;816106;816247;816457	-;-;-;-	648	232
cds-CAB38165.1	CU329672.1	818459	819328	+	870	329
cds-CBA11518.1	CU329672.1	819849	820157	-	309	26
cds-CAB38166.1	CU329672.1	821644	822237	+	594	115
cds-CAB38167.1	CU329672.1	823679	824005	+	327	358
cds-CAB38168.1	CU329672.1;CU329672.1	825105;825243	825135;826540	+;+	1329	565
cds-CAB40203.1	CU329672.1	828546	830297	+	1752	214
cds-CAB40207.1	CU329672.1;CU329672.1	831178;831449	831384;832042	+;+	801	68
cds-CAB40209.3	CU329672.1	832347	833000	-	654	174
cds-CAB40006.1	CU329672.1	833966	835660	-	1695	704
cds-CAB40007.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	837605;837720;838984;839462;839638	837658;838933;839404;839591;839657	+;+;+;+;+	1839	111
cds-CAB40008.1	CU329672.1	839962	844071	+	4110	276
cds-CAB40009.1	CU329672.1	844446	845417	+	972	94
cds-CAB40010.1	CU329672.1	845924	846919	+	996	306
cds-CAB40011.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	848634;848931;849328;849486	848869;849231;849432;849629	+;+;+;+	786	58
cds-CAB40012.1	CU329672.1;CU329672.1	850050;852503	852440;852604	-;-	2493	182
cds-CAB40014.3	CU329672.1;CU329672.1	854651;855984	855926;856222	-;-	1515	61
cds-CAB40015.1	CU329672.1	857153	859141	+	1989	376
cds-CAB40016.1	CU329672.1	859779	860393	-	615	484
cds-CAB40017.1	CU329672.1	861566	862192	+	627	65
cds-CAB40018.1	CU329672.1	862712	866266	+	3555	1349
cds-CAB40019.1	CU329672.1	867996	868982	+	987	311
cds-CAB40020.2	CU329672.1;CU329672.1	869701;869764	869726;872071	+;+	2334	273
cds-CAB53075.1	CU329672.1;CU329672.1	872348;873950	873641;874056	-;-	1401	203
cds-CAB53076.1	CU329672.1	874608	877640	+	3033	304
cds-CAB53077.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	877939;878208;878402;878524;878600	878154;878318;878442;878549;878634	-;-;-;-;-	429	116
cds-CAB53078.1	CU329672.1	879647	881167	-	1521	110
cds-CAB53079.1	CU329672.1	881166	881660	+	495	136
cds-CAB53080.1	CU329672.1;CU329672.1;CU329672.1	883392;883594;883822	883535;883702;885173	+;+;+	1605	75
cds-CAB53081.1	CU329672.1	886101	886733	-	633	225
cds-CAB53082.1	CU329672.1;CU329672.1;CU329672.1	887406;887642;888240	887555;887733;888387	-;-;-	390	505
cds-CAB53083.1	CU329672.1	888858	889205	+	348	39
cds-CAB53084.1	CU329672.1;CU329672.1	889437;891892	891666;892211	-;-	2550	228
cds-CAB53085.1	CU329672.1	892720	893514	+	795	108
cds-CAB53086.1	CU329672.1	894171	895427	+	1257	329
cds-CAB53087.1	CU329672.1	896182	896535	-	354	66
cds-CAB53088.1	CU329672.1;CU329672.1;CU329672.1	897682;898743;899025	898632;898827;899155	-;-;-	1167	353
cds-CAB53089.2	CU329672.1	900402	903137	+	2736	348
cds-CAB76211.1	CU329672.1	903550	904899	-	1350	164
cds-CAB76212.1	CU329672.1;CU329672.1	906321;906652	906464;906894	+;+	387	26
cds-CAB76213.1	CU329672.1	907686	908285	+	600	48
cds-CAB76214.1	CU329672.1;CU329672.1	908977;909289	909054;909465	+;+	255	285
cds-CAB76215.1	CU329672.1;CU329672.1;CU329672.1	910510;910848;911064	910633;910998;911259	+;+;+	471	120
cds-CAB76216.1	CU329672.1;CU329672.1	913117;913210	913138;914897	+;+	1710	436
cds-CAB76217.1	CU329672.1	915382	916695	-	1314	121
cds-CAB76218.1	CU329672.1;CU329672.1	917864;917931	917866;918326	+;+	399	1353
cds-CAB76219.1	CU329672.1	918772	919839	-	1068	209
cds-CAB76220.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	920455;920736;920943;921215	920686;920886;921161;921221	-;-;-;-	609	140
cds-CAB76221.1	CU329672.1	921422	921946	+	525	103
cds-CAB76222.1	CU329672.1	923069	923491	+	423	231
cds-CAB76223.1	CU329672.1;CU329672.1	924212;924781	924667;924936	-;-	612	22
cds-CAB76224.2	CU329672.1	927990	929387	+	1398	243
cds-CAB76225.2	CU329672.1	929755	930129	-	375	43
cds-CAB76226.1	CU329672.1;CU329672.1;CU329672.1	930591;930751;931078	930684;930947;931386	+;+;+	600	394
cds-CAB76227.1	CU329672.1;CU329672.1;CU329672.1	932022;932395;932504	932112;932450;932638	+;+;+	282	140
cds-CAB76228.2	CU329672.1;CU329672.1	932963;934764	934284;934923	-;-	1482	99
cds-CAB76229.1	CU329672.1	937803	938567	+	765	41
cds-CAB76230.1	CU329672.1	939945	940694	+	750	10857
cds-CAB76231.2	CU329672.1	941416	944472	+	3057	272
cds-CAC39321.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	944872;945671;945797;946141	945632;945746;945859;946260	-;-;-;-	1020	135
cds-CAC39322.1	CU329672.1	947832	949589	-	1758	1658
cds-CAC39323.1	CU329672.1;CU329672.1;CU329672.1	951193;951975;952091	951841;952033;952204	-;-;-	822	135
cds-CAC39324.1	CU329672.1	952676	953536	-	861	606
cds-CCD31393.1	CU329672.1	955389	955598	+	210	183
cds-CAC39325.1	CU329672.1	956424	956804	-	381	45
cds-CAC39326.2	CU329672.1	959281	963972	-	4692	61
cds-CAA18647.1	CU329672.1	972824	973162	+	339	24
cds-CAA18646.1	CU329672.1	974761	976671	-	1911	4125
cds-CAA18645.1	CU329672.1	977441	978124	+	684	168
cds-CAA18644.1	CU329672.1	978613	980178	-	1566	123
cds-CAA18643.2	CU329672.1;CU329672.1;CU329672.1	981120;981211;981549	981128;981491;984243	+;+;+	2985	374
cds-CAA18642.1	CU329672.1;CU329672.1	984466;984711	984640;984991	-;-	456	188
cds-CAA18641.1	CU329672.1	986079	986684	-	606	0
cds-CAA18640.1	CU329672.1	988847	989422	+	576	192
cds-CAA18639.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	990713;990755;990902;991451	990715;990852;991384;991628	+;+;+;+	762	472
cds-CAA18638.1	CU329672.1;CU329672.1	993568;994709	994533;994804	-;-	1062	285
cds-CAA18637.1	CU329672.1;CU329672.1	995522;995943	995886;996816	+;+	1239	412
cds-CAA18636.2	CU329672.1	997688	998620	+	933	104
cds-CAA22839.1	CU329672.1	998942	1000168	-	1227	137
cds-CAA22840.1	CU329672.1;CU329672.1;CU329672.1	1001020;1001713;1002145	1001624;1001947;1002264	-;-;-	960	167
cds-CAA22841.1	CU329672.1	1003130	1007515	+	4386	179
cds-CAA22842.1	CU329672.1;CU329672.1;CU329672.1	1008473;1008669;1010541	1008589;1010498;1010876	+;+;+	2283	529
cds-CAA22843.1	CU329672.1	1011762	1014191	+	2430	256
cds-CAA22844.1	CU329672.1	1014648	1016120	-	1473	167
cds-CAA22845.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1017094;1018046;1020108;1020768;1021028	1018002;1020066;1020708;1020956;1021291	-;-;-;-;-	3984	336
cds-CAB58409.1	CU329672.1	1022681	1025149	+	2469	918
cds-CAB58410.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1025552;1025701;1025841;1025918;1026702;1026892;1027156	1025651;1025784;1025879;1026574;1026839;1027111;1027438	+;+;+;+;+;+;+	1521	494
cds-CAB58411.1	CU329672.1	1028292	1029146	-	855	476
cds-CAK9841592.1	CU329672.1	1030256	1030828	-	573	25
cds-CAB58413.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1031434;1031940;1032329;1032472	1031901;1032269;1032418;1032489	-;-;-;-	906	131
cds-CAB58414.2	CU329672.1;CU329672.1	1032939;1033433	1033373;1033456	-;-	459	3206
cds-CAA22540.1	CU329672.1	1034412	1036880	-	2469	1409
cds-CAA22541.1	CU329672.1;CU329672.1	1040133;1040603	1040357;1040737	+;+	360	76
cds-CAA22542.1	CU329672.1;CU329672.1	1041374;1041568	1041513;1041934	+;+	507	42
cds-CAA22543.1	CU329672.1;CU329672.1	1042639;1042843	1042780;1042877	-;-	177	42
cds-CAA22544.1	CU329672.1;CU329672.1	1043831;1043981	1043924;1044555	+;+	669	63
cds-CCD31394.1	CU329672.1;CU329672.1	1044622;1044757	1044703;1044887	-;-	213	12
cds-CAA22545.1	CU329672.1;CU329672.1	1045467;1045545	1045498;1046568	+;+	1056	199
cds-CAA22546.1	CU329672.1	1048603	1049787	+	1185	598
cds-CAA22547.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1050087;1050415;1050695;1051391;1051477;1051641	1050372;1050646;1051324;1051435;1051581;1051713	-;-;-;-;-;-	1371	456
cds-CAA22548.1	CU329672.1;CU329672.1;CU329672.1	1052318;1052520;1052885	1052481;1052829;1053649	+;+;+	1239	164
cds-CAA22549.1	CU329672.1	1053866	1056028	-	2163	467
cds-CAK9841606.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	1056598;1056787;1057239;1057925	1056737;1057191;1057880;1058189	-;-;-;-	1452	179
cds-CAB38416.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1058890;1059022;1059427;1059567;1059643	1058971;1059257;1059516;1059594;1059737	-;-;-;-;-	531	181
cds-CAA22551.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	1060020;1060133;1060421;1060888;1061142;1061377;1061719	1060087;1060374;1060849;1061095;1061331;1061673;1061775	+;+;+;+;+;+;+	1491	100
cds-CAA22552.1	CU329672.1	1061985	1064195	-	2211	128
cds-CAB60692.1	CU329672.1	1143091	1144041	-	951	163
cds-CCD31395.1	CU329672.1;CU329672.1	1144468;1144709	1144646;1144799	+;+	270	47
cds-CAB60691.1	CU329672.1	1145056	1145907	-	852	170
cds-CAB60690.1	CU329672.1	1146383	1147141	-	759	130
cds-CAB60689.1	CU329672.1	1147453	1150215	-	2763	728
cds-CAB60688.1	CU329672.1	1150842	1151714	-	873	71
cds-CAB60687.1	CU329672.1	1152243	1153862	-	1620	431
cds-CAB60686.1	CU329672.1	1154281	1155606	-	1326	333
cds-CAB60685.1	CU329672.1	1156206	1156556	+	351	69
cds-CAB60684.1	CU329672.1;CU329672.1	1158148;1158217	1158160;1160126	+;+	1923	42
